Gene name	Human gene name
Larp1	LARP1
Reg3d	REG1B
	SPCS3
Thsd4	THSD4
	ODC1
Crygn	CRYGN
Plbd2	PLBD2
Dhps	DHPS
Zfyve1	ZFYVE1
Med22	MED22
6430548M08Rik	KIAA0513
Csf3r	CSF3R
Lyst	LYST
Arap3	ARAP3
Fam50b	FAM50B
Maml3	MAML3
Pikfyve	PIKFYVE
Qrich1	QRICH1
Cbfa2t2	CBFA2T2
	RPLP1
Kpna4	KPNA4
Mapkap1	MAPKAP1
Bcl2l13	BCL2L13
	FOXL2
Anxa10	ANXA10
Slc35b1	SLC35B1
Izumo2	IZUMO2
Csnka2ip	CSNKA2IP
Higd2a	HIGD2B
Higd2a	HIGD2A
Ofcc1	
Or4x5-ps1	OR4X1
Ptpn20	PTPN20
Ghrh	GHRH
Or8b12c	OR8B12
Vtn	VTN
Sox4	SOX4
Psmd13	PSMD13
Mfsd14b	MFSD14B
	SERPINB9
Ddx43	
Xcl1	XCL1
Xcl1	XCL2
Gtf3c2	GTF3C2
Ccdc32	CCDC32
Arpc2	ARPC2
Or10z1	OR10Z1
C1ql2	C1QL2
Or8u3-ps	OR8U3
Rabepk	RABEPK
	POLR3C
Mepce	MEPCE
Nmur2	NMUR2
Prr12	PRR12
Oprk1	OPRK1
Gjd4	GJD4
Sox13	SOX13
Chrna4	CHRNA4
Lca5l	LCA5L
Mettl23	METTL23
Chp1	CHP1
Rskr	RSKR
Tmem86b	TMEM86B
	C3orf38
Fbxl12	FBXL12
Ces1e	
Gdi1	GDI1
	PRAMEF7
	PRAMEF20
	PRAMEF1
	PRAMEF12
	PRAMEF10
	PRAME
	PRAMEF27
	PRAMEF26
	PRAMEF5
	PRAMEF33
	PRAMEF15
	PRAMEF6
	PRAMEF4
	PRAMEF14
	PRAMEF11
	PRAMEF19
	PRAMEF25
	PRAMEF13
	PRAMEF9
	PRAMEF2
	PRAMEF18
	PRAMEF8
	PRAMEF17
Kcng4	KCNG4
A430005L14Rik	C1orf174
Pus1	PUS1
	RPS25
	PTPRM
Lmf2	LMF2
Bpifb3	BPIFB3
Ap3b1	AP3B1
Rab19	RAB19
Uts2	UTS2
	GLMP
Irx1	IRX1
Kif18a	KIF18A
Elfn1	ELFN1
	CDH7
Ar	AR
Gm3336	CIST1
Rpl27a	
Rwdd1	RWDD1
Atg2b	ATG2B
	NUTF2
	ATP6V0A2
	QRICH2
Trim11	TRIM11
	GBP4
Nid2	NID2
Myo3b	MYO3B
Kcnip1	KCNIP1
	ECI2
Eral1	ERAL1
	PPM1H
Pcdh10	PCDH10
Cobl	COBL
	CYB5A
Dhx37	DHX37
Sirt3	SIRT3
	H2BC1
Ch25h	CH25H
Sdr42e1	SDR42E1
S100z	S100Z
Slc12a7	SLC12A7
Zfp39	ZNF570
	ZNF235
Or5m13	
Prrg3	PRRG3
	SSTR1
Adgrg2	ADGRG2
Uap1	UAP1
Krcc1	KRCC1
Spns3	SPNS3
Sap30l	SAP30L
	STAT5B
Metrn	METRN
Tm6sf2	TM6SF2
Casq1	CASQ1
Spop	SPOP
Mpped2	MPPED2
Ankrd63	ANKRD63
Impg1	IMPG1
Tal1	TAL1
	DHFR
	DHFR2
	LONP2
L3mbtl4	L3MBTL4
Or5ar1	OR5AR1
	TOMM6
Lztr1	LZTR1
Wnt6	WNT6
Taldo1	TALDO1
Serpina11	SERPINA11
Wdr81	WDR81
Akap17b	
Styxl2	STYXL2
Tubb3	TUBB3
Or2at1	
	ASNSD1
Ywhaz	
Aif1	AIF1
Pigyl	PIGY
Aurkaip1	AURKAIP1
Acad8	ACAD8
Aldh7a1	ALDH7A1
7SK	
Rpgr	RPGR
Wfikkn1	WFIKKN1
Stk26	STK26
Lysmd3	LYSMD3
	FOXJ3
	GPR4
	ADAM19
Meox1	MEOX1
Rtn4ip1	RTN4IP1
Or5an1c	OR5AN1
Slc34a3	SLC34A3
	EPB41
Mgat3	MGAT3
Mir101a	MIR101-1
Upk1b	UPK1B
H2ac1	H2AC1
Spata46	SPATA46
	CCNB1
Cyp26b1	CYP26B1
Efcab11	EFCAB11
Nit2	NIT2
Mir448	MIR448
Fat2	FAT2
Gcnt7	GCNT7
Vps36	VPS36
	CACYBP
	TIMM23
	TIMM23B
Apip	APIP
Cct6b	CCT6B
Or13p8	
Prr18	PRR18
Suz12	SUZ12
	CFAP46
Grid2	GRID2
Sec14l4	SEC14L4
Slc12a8	SLC12A8
Snai3	SNAI3
Gtf3c5	GTF3C5
Snrnp35	SNRNP35
Saa3	
Trpv2	TRPV2
Mms22l	MMS22L
Dhx16	DHX16
Igfbp5	IGFBP5
Ucp1	UCP1
Pacrg	PACRG
Tmtc4	TMTC4
Tyro3	TYRO3
Cyp2e1	CYP2E1
Or4d10c	OR4D10
4933434E20Rik	C1orf43
Mgst1	MGST1
Prr36	PRR36
Pccb	PCCB
Zfyve16	
Use1	USE1
	SH3BGR
Qrfp	QRFP
Terf1	TERF1
	RPL35
Ascc2	ASCC2
	OR5AN1
Ppp2r2d	PPP2R2D
Uhmk1	UHMK1
Slc4a10	SLC4A10
Klhl15	KLHL15
Fhl4	FHL1
Kcna4	KCNA4
Fam114a1	FAM114A1
Rlim	RLIM
Defb20	DEFB128
	OR5T2
	PNPLA6
Cdca8	CDCA8
	SKP1
Crnn	CRNN
Entpd1	ENTPD1
Spag6l	
Or4d6	OR4D6
Pax7	PAX7
	TES
Gpr15lg	GPR15LG
Or13c25	OR13C8
Stard13	STARD13
Gm45521	
Htr5a	HTR5A
	YWHAH
Adgra1	ADGRA1
Bmp4	BMP4
	TEX19
Or5an6	
Gfer	GFER
U6	
	PCP4
Stra8	STRA8
Fndc3b	FNDC3B
Ntrk3	NTRK3
Rad17	RAD17
Or5m8	OR5M8
P2ry10	P2RY10
	PHOX2B
Spsb4	SPSB4
Calcr	CALCR
Adap2	ADAP2
Capn11	CAPN11
Xkr5	XKR5
Srl	SRL
Ltk	LTK
Ift57	IFT57
Pla2g2c	PLA2G2C
	NBEAL1
Etfa	ETFA
Ly6d	LY6D
Prl3a1	PRL
Scg2	SCG2
	MARCHF5
Bltp3a	BLTP3A
Ccdc149	CCDC149
	SLC2A5
Lrch1	LRCH1
Ssxa1	SSX4B
Ssxa1	SSX7
Ssxa1	SSX2B
Ssxa1	SSX3
Ssxa1	SSX4
Ssxa1	SSX1
Ssxa1	SSX2
Ssxa1	SSX5
	SH2D4B
1700009N14Rik	
Abhd8	ABHD8
Fuom	FUOM
Sod3	SOD3
Cybc1	CYBC1
Dad1	DAD1
Pde7a	PDE7A
	MTMR3
Igf2bp3	IGF2BP3
Qng1	QNG1
Phf21b	PHF21B
Ppm1l	PPM1L
Tafazzin	TAFAZZIN
Ston1	STON1
Lingo2	LINGO2
Parp10	PARP10
Tpgs1	TPGS1
Slc35e2	SLC35E2B
Khnyn	KHNYN
Samd12	SAMD12
Nol3	NOL3
Snf8	SNF8
Capg	CAPG
Mafg	MAFG
Syt14	SYT14
Gtf2a1	GTF2A1
Mcat	MCAT
Cop1	COP1
Fn1	FN1
Fech	FECH
Cacng1	CACNG1
Or9q1	OR9Q1
	HNRNPH2
Dsel	DSEL
Mrpl34	MRPL34
Ube2q2l	
Il36a	IL36A
Npas1	NPAS1
Sord	SORD
Lmntd2	LMNTD2
Ppm1j	PPM1J
Zfp428	ZNF428
Yeats2	YEATS2
Plpp6	PLPP6
Ifnk	IFNK
Col4a6	COL4A6
Atp6v0d2	ATP6V0D2
Qki	QKI
Scgn	SCGN
Ap1s2	AP1S2
Or4k36	
Loxl3	LOXL3
Plac9	PLAC9
Mir187	MIR187
Inppl1	INPPL1
Id4	ID4
Trim10	TRIM10
	RBM7
Pde9a	PDE9A
Ccdc81	CCDC81
Polr1d	POLR1D
	SH3PXD2B
Stk32c	STK32C
Lrrc45	LRRC45
Vps8	VPS8
Deup1	DEUP1
Tex13c3	
	KLRC1
	KLRC3
	KLRC2
	KLRC4
Metazoa_SRP	
Y_RNA	
Nek3	NEK3
Prokr1	
Calca	CALCA
Bbs7	BBS7
SNORD116	
Frmpd1	FRMPD1
Stxbp5l	STXBP5L
Mapk1ip1	MAPK1IP1L
Zmat3	ZMAT3
Arl6ip6	ARL6IP6
Sowaha	SOWAHA
Skp2	SKP2
Tfec	TFEC
	ZIK1
Mir1895	
SNORA72	
Etv3	ETV3
Gpatch3	GPATCH3
Mrpl12	MRPL12
Rps6ka2	RPS6KA2
Tmem273	TMEM273
	YTHDF2
Selenof	SELENOF
Or5a1	OR5A1
Hdac5	HDAC5
	PRR15L
Pole4	POLE4
Artn	ARTN
	ZNF236
Tlcd1	TLCD1
Mmel1	MMEL1
Fxr2	FXR2
Clec4g	CLEC4G
Pla2r1	PLA2R1
Zranb3	ZRANB3
Siah2	SIAH2
Atg4b	ATG4B
Polb	POLB
Hrh4	HRH4
Tmc4	TMC4
Paox	PAOX
	VMA21
Hps6	HPS6
Pigm	PIGM
Uqcc4	UQCC4
App	APP
Phf1	PHF1
Ropn1l	ROPN1L
Cenpv	CENPV
Hyal4	HYAL4
Ttpal	TTPAL
	ZFP36L2
Kcnt1	KCNT1
Dennd4c	DENND4C
Hoxa5	HOXA5
Ajap1	AJAP1
Or6f2	
Gpx3	GPX3
Gngt1	GNGT1
Nphs1	NPHS1
Foxi2	FOXI2
Rho	RHO
Mfsd11	MFSD11
Myh15	MYH15
Nid1	NID1
	SDHAF1
	SON
Sla	SLA
Laptm4a	LAPTM4A
Gcnt1	GCNT1
Ypel5	YPEL5
Olfm5	
1700109H08Rik	
Rasgrp1	RASGRP1
G6pc	G6PC1
SNORA62	
Adora2b	ADORA2B
Drd4	DRD4
	ID2
Msra	MSRA
Kifap3	KIFAP3
Upk1a	UPK1A
Rft1	RFT1
Fstl1	FSTL1
	OAS1
Commd10	COMMD10
Tmem63c	TMEM63C
Stx11	STX11
	RPS24
Trim6	TRIM6
Slit1	SLIT1
Nars2	NARS2
Psrc1	PSRC1
Cyp4f40	CYP4F2
Ptprf	PTPRF
Ccdc3	CCDC3
SNORD81	
Lrrc30	LRRC30
Tgfbr2	TGFBR2
Eif4e2	EIF4E2
Asb7	ASB7
Aldh1b1	ALDH1B1
Syngr1	SYNGR1
	ENO1
Cirbp	CIRBP
Proc	
Col8a1	COL8A1
Tor1a	TOR1A
Ranbp6	RANBP6
RNaseP_nuc	
Wdsub1	WDSUB1
Fgg	FGG
Ccdc159	CCDC159
Cdc14b	CDC14C
Cdc14b	CDC14B
Boc	BOC
	RPS21
Dcaf8l	DCAF8L1
Dcaf8l	DCAF8L2
	SCARNA1
Cox10	COX10
Kndc1	KNDC1
Bms1	BMS1
	JMJD1C
Dhdh	DHDH
	OR5M3
Tnk1	TNK1
	FAM107B
	SLC25A5
	PRKN
Mir365-1	MIR365A
Itga11	ITGA11
SNORD31	
Thoc7	THOC7
Wrap73	WRAP73
Znhit2	ZNHIT2
Slc7a3	SLC7A3
	STOX1
	DZANK1
Cox8b	
Prr11	PRR11
Mxra8	MXRA8
Gje1	GJE1
Or4d11	OR4D11
Rbm28	RBM28
Arhgap22	ARHGAP22
	LY6K
	GML
	RPL39
	NGF
Pfdn4	PFDN4
Cul2	CUL2
Pde6a	PDE6A
Dusp11	DUSP11
Cfap107	CFAP107
Cd248	CD248
Cnga2	CNGA2
Ror2	ROR2
Fam20c	FAM20C
Smim24	SMIM24
	ZNF3
Nsa2	
Cep164	CEP164
Calhm6	CALHM6
Plpp7	PLPP7
H2aj	H2AJ
Fundc1	FUNDC1
Cntnap3	CNTNAP3
Cntnap3	CNTNAP3C
Cntnap3	CNTNAP3B
Mrgprg	MRGPRG
	VHL
	VHLL
Mir146	
Ubxn4	UBXN4
Gdf10	GDF10
Fndc9	FNDC9
Gpr50	GPR50
Fshb	FSHB
SNORD36	
Tph1	TPH1
Wnt10a	WNT10A
Foxb2	FOXB2
Tmem213	TMEM213
Spef1l	
Sepsecs	SEPSECS
	AGBL3
Bahd1	BAHD1
Thoc2	THOC2
Gm22676	
	ZNF34
Tcaf2	TCAF2
Tcaf2	TCAF2C
Hdac10	HDAC10
Adamts13	ADAMTS13
Eif4enif1	EIF4ENIF1
Ugt2a1	UGT2A1
Mir200b	MIR200B
	P2RX4
Mmp17	MMP17
Crim1	CRIM1
	TCTA
Mir615	
Amz2	AMZ2
Pabir1	PABIR1
Rnf148	RNF148
U1	
Dars2	DARS2
Sema4b	SEMA4B
Fam72a	FAM72C
Fam72a	FAM72B
Fam72a	FAM72D
Fam72a	FAM72A
Cfap141	CFAP141
C2cd3	C2CD3
Arx	ARX
Gal3st1	GAL3ST1
Bmf	BMF
Trim3	TRIM3
Ints13	INTS13
Pdha1	PDHA1
Myo1f	MYO1F
Ppp3r2	PPP3R2
Bpifb2	BPIFB2
Zfp511	ZNF511
Or52l1	OR52L1
Bbs9	BBS9
Rab8a	RAB8A
Fjx1	FJX1
Csrnp3	CSRNP3
Gamt	GAMT
Irak1	IRAK1
	RNF214
Qsox2	QSOX2
Defb25	DEFB124
	AK6
	SNORA69
Hsph1	HSPH1
Pik3r3	PIK3R3
Msx3	
Supt3	SUPT3H
Foxm1	FOXM1
Irf2bpl	IRF2BPL
Fbxl7	FBXL7
Bnip2	BNIP2
Wdr55	WDR55
Tex13b	TEX13B
	PRKCB
	KRTAP4-5
	KRTAP10-9
	KRTAP10-6
	KRTAP10-4
	KRTAP10-11
Reck	RECK
Siglec1	SIGLEC1
Ccny	CCNY
Rfxank	RFXANK
Cstf3	CSTF3
Mir20a	MIR20A
	RPLP2
SNORD62	
Lrrc10b	LRRC10B
Pkd1l2	PKD1L2
Taf1d	TAF1D
Tulp3	TULP3
Abracl	ABRACL
Pirt	PIRT
Slc6a13	SLC6A13
Gm22771	
Slamf9	SLAMF9
Ankrd33b	ANKRD33B
Synj2bp	SYNJ2BP
Spata32	SPATA32
Snord91a	
Cox4i2	COX4I2
Ccdc85b	CCDC85B
Gpr149	GPR149
Fndc1	FNDC1
SNORA63	
Ccr9	CCR9
Gpr174	GPR174
Cers6	CERS6
Jag2	JAG2
Dscam	DSCAM
Cul4b	CUL4B
Adam8	ADAM8
Wdr3	WDR3
Lrrc9	LRRC9
	MIF
Mir598	MIR598
1700057G04Rik	PLSCR1
Nabp2	NABP2
Rnf144b	RNF144B
Mia	MIA
Kcne1l	KCNE5
1700093K21Rik	C2orf74
	SKAP2
	VPS29
Mir33	MIR33A
Tprn	TPRN
Klrk1	KLRK1
Unc50	UNC50
Mir27b	MIR27B
Pea15a	PEA15
	ABHD4
Ptchd1	PTCHD1
C1qtnf5	C1QTNF5
Pdcl	PDCL
Zfp184	
	TP53BP1
Spin4	SPIN4
Tmprss4	TMPRSS4
Alx4	ALX4
Parp9	PARP9
Snora36b	SNORA36B
	ADH1B
	ADH1C
	ADH1A
Rhpn2	RHPN2
Pde4dip	PDE4DIP
Tnks2	TNKS2
Copb2	COPB2
Gstm5	GSTM3
Xkr6	XKR6
Atp6v0a1	ATP6V0A1
2200002J24Rik	
Usp27x	USP27X
Cd2ap	CD2AP
Exd1	EXD1
Arid3a	ARID3A
Tex56	
Matcap1	MATCAP1
Cd226	CD226
	TRIM5
Serpine1	SERPINE1
Cartpt	CARTPT
Insl5	INSL5
Stk38l	STK38L
Ints7	INTS7
U5	
SNORD34	SNORD34
Inha	INHA
Prrg4	PRRG4
	MIR383
Enpep	ENPEP
Tsen15	TSEN15
SNORA70	
	TRA2B
	HDGFL2
Amer3	AMER3
Abcf2	ABCF2
Hsd17b1	HSD17B1
Dlx5	DLX5
Mrps5	MRPS5
Pnmt	PNMT
Fbxw8	FBXW8
Hccs	HCCS
Rabgef1	RABGEF1
Kxd1	UBA52
Ano9	ANO9
Cfap20	CFAP20
Or52b2	OR52B2
Kif2c	KIF2C
Egr4	EGR4
Dnajc24	DNAJC24
Dpp4	DPP4
Cpeb3	CPEB3
Or52h1	OR52H1
Cntn6	CNTN6
Nxn	NXN
Trappc4	TRAPPC4
Stard5	STARD5
	MAPK6
Tsga10	TSGA10
Rundc1	RUNDC1
Tenm1	TENM1
Irf2bp1	IRF2BP1
Rpa2	RPA2
Armh1	ARMH1
Icam4	ICAM4
Klk12	KLK12
Rmc1	RMC1
Or6b2b	OR6B3
Or6b2b	OR6B2
Uckl1	UCKL1
	IFT80
Nipsnap2	NIPSNAP2
U2	
Ptgfrn	PTGFRN
Mir672	
Wipf2	WIPF2
	TUBA1A
Drosha	DROSHA
Asb6	ASB6
Tfe3	TFE3
Snora5c	SNORA5C
Snx18	SNX18
Gask1a	GASK1A
Tnfrsf1a	TNFRSF1A
	ESRRG
Bdh2	BDH2
Ifitm5	IFITM5
Mrpl50	MRPL50
Pdhx	PDHX
Gm24313	SNORA5A
Xirp2	XIRP2
Prkacb	PRKACB
Dnah8	DNAH8
Efcab2	EFCAB2
Dnai7	DNAI7
Irx4	IRX4
Gabrr3	GABRR3
Dnaja3	DNAJA3
Dpp10	DPP10
Dcaf6	DCAF6
Slc16a2	SLC16A2
Pla2g1b	PLA2G1B
Cyp26a1	CYP26A1
Ly86	LY86
Qrfprl	QRFPR
Defb28	DEFB115
Cxcr6	CXCR6
Rhcg	RHCG
Rcan3	RCAN3
Zmat1	ZMAT1
Stra6l	
Fate1	FATE1
A930018P22Rik	C11orf91
	PRR14L
Mcub	MCUB
Tyw1	TYW1B
Tyw1	TYW1
	SLC39A12
B3gnt2	B3GNT2
Ppil6	PPIL6
Ackr4	ACKR4
Myo7a	MYO7A
Inpp5a	INPP5A
Stx18	STX18
Nyap1	NYAP1
Etnk1	ETNK1
Dna2	DNA2
	ZNF80
	ZNF705A
	ZNF705D
	ZNF705B
	ZNF705G
	ZNF404
	ZNF337
	PRDM9
	ZNF749
Cers3	CERS3
Nkx2-6	NKX2-6
Rfx6	RFX6
Timd4	TIMD4
Zhx2	ZHX2
Zfp628	ZNF628
Slfn1	SLFN12
Slfn1	SLFN12L
Nudt16l1	NUDT16L1
Insm2	INSM2
Srd5a3	SRD5A3
Treml4	TREML4
Frmd3	FRMD3
Ppp1r42	PPP1R42
Pabpc6	PABPC3
Pabpc6	PABPC1
Usp35	USP35
Dhrs13	DHRS13
Slitrk5	SLITRK5
Mir873b	MIR873
Otud3	OTUD3
	PITPNM2
Gpbp1l1	GPBP1L1
Fbxw11	FBXW11
Tmem171	TMEM171
Rasl11b	RASL11B
	SYNPO2
Cdk10	CDK10
	AREL1
Ganc	GANC
	BET1L
Lars	LARS1
Grid1	GRID1
Slc25a21	SLC25A21
Vps13d	VPS13D
Dusp21	DUSP21
Nps	NPS
Mir3618	MIR3618
Rnase6	RNASE6
Cd48	CD48
	MFSD4B
Plrg1	PLRG1
Hinfp	HINFP
Zfp14	ZFP14
Gpc6	GPC6
Rfxap	RFXAP
Prima1	PRIMA1
Cad	CAD
Lins1	LINS1
Rc3h2	RC3H2
Twist2	TWIST2
U4	
Aebp1	AEBP1
Glrx3	GLRX3
	CCSER2
Megf11	MEGF11
Gas2l1	GAS2L1
Muc15	MUC15
Piwil2	PIWIL2
Fh1	FH
Sipa1l3	SIPA1L3
	MPDZ
Cdh22	CDH22
Cldn2	CLDN2
SNORD115	
Plce1	PLCE1
Hecw1	HECW1
Ptpn4	PTPN4
Gmppa	GMPPA
Rtkn2	RTKN2
	PPP4R1
Poc5	POC5
Tbx5	TBX5
Mgmt	MGMT
SNORD63	
Eepd1	EEPD1
Zmym6	ZMYM6
Katnbl1	KATNBL1
Ints3	INTS3
Top3b	TOP3B
Prr22	PRR22
Tbpl1	TBPL1
Zfp512	ZNF512
	MIR129-2
Plg	PLG
	DEFB105A
	DEFB105B
Plod2	PLOD2
	AKR1C8
Zan	ZAN
SNORA73	
Creb3l1	CREB3L1
	NUDT7
	NDST4
Grap	GRAPL
Miga1	MIGA1
Tll2	TLL2
Dhx32	DHX32
Plau	PLAU
	DCLRE1B
Arl5b	ARL5B
	STRADB
Gh1	CSH1
Gh1	GH1
Gh1	CSHL1
Gh1	CSH2
Gh1	GH2
Wdr44	WDR44
Rnf8	RNF8
Cxcr2	CXCR2
Ccne1	CCNE1
Nlrc3	NLRC3
Ddx46	DDX46
Zkscan16	ZNF483
Pbx2	PBX2
Atg7	ATG7
Aopep	AOPEP
	OR52E6
	OR52E8
Commd9	COMMD9
	TTLL5
Prpf39	PRPF39
Washc4	WASHC4
Fnta	FNTA
Efna4	EFNA4
Eeig2	EEIG2
	ARPC1B
Ccdc71	CCDC71
Cdkn2a	CDKN2A
Aqp9	AQP9
	TK1
Izumo4	IZUMO4
Ccr3	CCR3
C5ar1	C5AR1
Paxip1	PAXIP1
Tcf23	TCF23
Gm56053	
Nmrk2	NMRK2
Mast3	MAST3
Lcn12	LCN12
Eid3	EID3
Cd82	CD82
Prss55	PRSS55
Ist1	IST1
Mir375	MIR375
	OR5K3
Mir340	MIR340
Lrrcc1	LRRCC1
H2-Aa	
Ptprs	PTPRS
Mob3c	MOB3C
Mir18	MIR18A
Eif3g	EIF3G
	CES2
Gatm	GATM
Muc20	MUC20
Hk1	HK1
Nup155	NUP155
Myh3	MYH3
Kcnj10	KCNJ10
Mir204	MIR204
Mir19a	
Rcn1	RCN1
Sh3bgrl2	SH3BGRL2
Psmb8	PSMB8
SNORD27	
Krtap5-5	KRTAP5-5
Krtap5-5	KRTAP5-2
Cpm	CPM
	XNDC1N
Mir125b-1	MIR125B1
	ADAT3
Plcl1	PLCL1
Nrbp2	NRBP2
Sult1e1	SULT1E1
Wsb1	WSB1
Trarg1	TRARG1
Hspa4l	HSPA4L
Aifm3	AIFM3
Ptgds	PTGDS
	ZNF133
Emc4	EMC4
Gck	GCK
Chrm2	CHRM2
Fam240b	FAM240B
Tmem17	TMEM17
Tln1	TLN1
Ly6m	
Mri1	MRI1
Paxx	PAXX
Icmt	ICMT
Mir872	
Slc17a4	SLC17A4
	CBX1
Gm25835	SNORD10
Prf1	PRF1
Sik2	SIK2
Ggact	GGACT
Sec61a1	SEC61A1
Spock3	SPOCK3
Saal1	SAAL1
	GRM8
Creg1	CREG1
Mrpl28	MRPL28
Tssk3	TSSK3
	RBX1
Ildr1	ILDR1
Dck	DCK
Snord123	SNORD123
Folh1	FOLH1
Nit1	NIT1
Sobp	SOBP
	RASSF7
Stk39	STK39
Gpr82	GPR82
Fam174c	FAM174C
Pabpc1	PABPC3
Pabpc1	PABPC1
Hspa13	HSPA13
Btnl2	BTNL2
Camk1d	CAMK1D
Tmem41b	TMEM41B
Upk3a	UPK3A
Arhgap26	ARHGAP26
Fmo3	FMO3
Tex36	TEX36
Sema7a	SEMA7A
	MIR451A
Plpp3	PLPP3
Disp2	DISP2
Scfd1	SCFD1
Xcr1	XCR1
Mir200a	MIR200A
Lgi3	LGI3
Ero1a	ERO1A
Ska1	SKA1
Vwa1	VWA1
Ret	RET
Osgepl1	OSGEPL1
Dipk1a	DIPK1A
Ptdss1	PTDSS1
Slc22a7	SLC22A7
	NRXN1
Mpv17l	MPV17L
Arhgap21	ARHGAP21
Cog8	COG8
Ambp	AMBP
	SCN1A
SNORA66	
Mir128-1	MIR128-1
Cpsf1	CPSF1
	KNG1
Colq	COLQ
Ccr1	CCR1
Ppp1r36	PPP1R36
Qser1	QSER1
	ERMARD
Fbl	FBL
Lhx1	LHX1
Mir708	MIR708
Tulp4	TULP4
Plekhg6	PLEKHG6
Scarna10	SCARNA10
Uros	UROS
Mir3074-1	
	CRYBG3
Tslp	TSLP
Cadm1	CADM1
Mtmr1	MTMR1
Mesp1	MESP1
Rpp38	RPP38
Daam1	DAAM1
Rrp36	RRP36
Elf5	ELF5
Ankrd12	ANKRD12
Zbtb46	ZBTB46
Gm56041	
Cebpa	CEBPA
	ACTN1
Map2k7	MAP2K7
Kat14	KAT14
Mir429	
Mov10l1	MOV10L1
Fez2	FEZ2
Snord89	SNORD89
Cdh19	CDH19
	ZNF26
Snord110	SNORD110
Clrn3	CLRN3
	MIR212
Rhobtb2	RHOBTB2
Gfra2	GFRA2
Tspan18	TSPAN18
Dnph1	DNPH1
Csrnp1	CSRNP1
Chpf	CHPF
Snx10	SNX10
Rraga	RRAGA
Ubash3b	UBASH3B
Kif20b	KIF20B
	YRDC
	AASDHPPT
Trim13	TRIM13
Cfap276	CFAP276
Slc16a10	SLC16A10
Styxl1	STYXL1
Hspa12a	HSPA12A
Spag1	SPAG1
Grm1	GRM1
Defb19	DEFB119
Col14a1	COL14A1
Odad3	ODAD3
Mmp21	MMP21
1700028K03Rik	C1orf146
Klhl7	KLHL7
Pcare	PCARE
Tmprss11b	
Hmgb3	HMGB3
Ctns	CTNS
Mrrf	MRRF
Map3k8	MAP3K8
Cited2	CITED2
D930020B18Rik	C12orf56
Awat2	AWAT2
Abca9	ABCA9
Depdc5	DEPDC5
Brd3os	
Esrp2	ESRP2
Rassf5	RASSF5
Nedd4	NEDD4
	DEGS1
Fabp3	FABP3
Slc25a33	SLC25A33
Camkk2	CAMKK2
Cc2d1a	CC2D1A
	ZER1
	NRK
Nagk	NAGK
Cacnb2	CACNB2
Fam114a2	FAM114A2
Pakap	
Ppp2r1a	PPP2R1A
Ak7	AK7
Ubl7	UBL7
Spdya	SPDYA
Ano3	ANO3
Tubgcp2	TUBGCP2
Gfpt1	GFPT1
Cdhr1	CDHR1
Tgfb1	TGFB1
Slirp	SLIRP
Galnt3	GALNT3
Msi2	MSI2
Mospd3	MOSPD3
Mylk	MYLK
H2-M2	
Vcam1	VCAM1
Mipep	MIPEP
Mir138-2	MIR138-2
Zfp799	
Fgfbp3	FGFBP3
SNORA74	
Ero1b	ERO1B
Sertm2	SERTM2
Fam53b	FAM53B
Mir17	MIR17
Tmem37	TMEM37
Adamtsl3	ADAMTSL3
Slc35b3	SLC35B3
Ugt1a1	UGT1A1
Spaca6	SPACA6
Mcmdc2	MCMDC2
Csnk1e	CSNK1E
Hint1	HINT1
Nr2c2ap	NR2C2AP
F13a1	F13A1
Klkb1	KLKB1
Hsh2d	HSH2D
Dnajc2	DNAJC2
Chrac1	CHRAC1
Gtf2e2	GTF2E2
	NXNL1
	DOCK1
Prdm14	PRDM14
Smbd1	
Malt1	MALT1
Eif3l	EIF3L
Eras	ERAS
	CCDC9
Cacna2d1	CACNA2D1
Rffl	RFFL
Uroc1	UROC1
Adipor1	ADIPOR1
	CCDC61
Btaf1	BTAF1
Snord111	SNORD111
Snord111	
Adhfe1	ADHFE1
Ube2n	UBE2NL
Dspp	DSPP
Hspa2	HSPA2
	UBAP2L
Agpat4	AGPAT4
	TSHZ2
Or13p3	
Ulk3	ULK3
Mir132	MIR132
Sbf1	SBF1
Pold1	POLD1
Nwd2	NWD2
Nrbp1	NRBP1
Mbnl1	MBNL1
	RNPS1
Mmp16	MMP16
Espnl	ESPNL
Nmu	NMU
Bcl2l1	BCL2L1
Prr5l	PRR5L
Hectd1	HECTD1
Snord104	SNORD104
	FAM135A
	SAGSIN1
Prkar1a	PRKAR1A
	OR5P2
Dhdds	DHDDS
	ANAPC13
Ppard	PPARD
Mir674	
Psmg3	PSMG3
Pcyt1b	PCYT1B
Gata6	GATA6
Polr1has	
Them7	
Dpysl3	DPYSL3
Sqle	SQLE
Tymp	TYMP
Nkx6-2	NKX6-2
	TP53I3
SNORD18	SNORD18B
Elf3	ELF3
Lcn6	LCN6
Mir335	MIR335
Or5h19	OR5H8
Or5h19	OR5H6
Or5h19	OR5H15
Or5h19	OR5H2
Or5h19	OR5H14
Or5h19	OR5H1
Psen1	PSEN1
Ccdc181	CCDC181
Cep85	CEP85
Itpka	ITPKA
Tmem170	TMEM170A
Zfp383	ZNF383
Syap1	SYAP1
	PROSER1
Txn1	TXN
Utf1	
	XPO4
Slc30a7	SLC30A7
Syt4	SYT4
Lipa	LIPA
Atxn3	ATXN3
Gorasp1	GORASP1
Chic1	CHIC1
Patz1	PATZ1
