,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,PathwayExtra Ligand,PathwayExtra Receptor,KinaseExtra Ligand,KinaseExtra Receptor,Receptor-TF-intersection,Receptor-TF-combined,Ligand-TF-intersection,Ligand-TF-combined
WNT2B_FZD3_LRP6,WNT2B_FZD3_LRP6,WNT,Wnt2b,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt2b  - (Fzd3+Lrp6),,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,
WNT2B_FZD4_LRP6,WNT2B_FZD4_LRP6,WNT,Wnt2b,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt2b  - (Fzd4+Lrp6),,Ctnnb1_Myc,,Ctnnb1,Ctnnb1,Ctnnb1_Myc,,
WNT2B_FZD5_LRP6,WNT2B_FZD5_LRP6,WNT,Wnt2b,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt2b  - (Fzd5+Lrp6),,Ctnnb1_Myc,,Ctnnb1,Ctnnb1,Ctnnb1_Myc,,
WNT2B_FZD6_LRP6,WNT2B_FZD6_LRP6,WNT,Wnt2b,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt2b  - (Fzd6+Lrp6),,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,
WNT2B_FZD7_LRP6,WNT2B_FZD7_LRP6,WNT,Wnt2b,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt2b  - (Fzd7+Lrp6),,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,
WNT2B_FZD8_LRP6,WNT2B_FZD8_LRP6,WNT,Wnt2b,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt2b  - (Fzd8+Lrp6),,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,
WNT2B_FZD9_LRP6,WNT2B_FZD9_LRP6,WNT,Wnt2b,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt2b  - (Fzd9+Lrp6),,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,
WNT3_FZD1_LRP6,WNT3_FZD1_LRP6,WNT,Wnt3,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd1+Lrp6),Ctnnb1,Ctnnb1_Myc,,Ctnnb1,Ctnnb1,Ctnnb1_Myc,,Ctnnb1
WNT3_FZD10_LRP6,WNT3_FZD10_LRP6,WNT,Wnt3,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd10+Lrp6),Ctnnb1,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,Ctnnb1
WNT3_FZD2_LRP6,WNT3_FZD2_LRP6,WNT,Wnt3,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd2+Lrp6),Ctnnb1,Ctnnb1_Myc,,Ctnnb1,Ctnnb1,Ctnnb1_Myc,,Ctnnb1
WNT3_FZD3_LRP6,WNT3_FZD3_LRP6,WNT,Wnt3,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd3+Lrp6),Ctnnb1,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,Ctnnb1
WNT3_FZD4_LRP6,WNT3_FZD4_LRP6,WNT,Wnt3,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd4+Lrp6),Ctnnb1,Ctnnb1_Myc,,Ctnnb1,Ctnnb1,Ctnnb1_Myc,,Ctnnb1
WNT3_FZD5_LRP6,WNT3_FZD5_LRP6,WNT,Wnt3,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd5+Lrp6),Ctnnb1,Ctnnb1_Myc,,Ctnnb1,Ctnnb1,Ctnnb1_Myc,,Ctnnb1
WNT3_FZD6_LRP6,WNT3_FZD6_LRP6,WNT,Wnt3,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd6+Lrp6),Ctnnb1,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,Ctnnb1
WNT3_FZD7_LRP6,WNT3_FZD7_LRP6,WNT,Wnt3,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd7+Lrp6),Ctnnb1,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,Ctnnb1
WNT3_FZD8_LRP6,WNT3_FZD8_LRP6,WNT,Wnt3,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd8+Lrp6),Ctnnb1,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,Ctnnb1
WNT3_FZD9_LRP6,WNT3_FZD9_LRP6,WNT,Wnt3,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3  - (Fzd9+Lrp6),Ctnnb1,Ctnnb1,,Ctnnb1,Ctnnb1,Ctnnb1,,Ctnnb1
WNT3A_FZD1_LRP6,WNT3A_FZD1_LRP6,WNT,Wnt3a,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd1+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1_Myc,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
WNT3A_FZD10_LRP6,WNT3A_FZD10_LRP6,WNT,Wnt3a,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd10+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
WNT3A_FZD2_LRP6,WNT3A_FZD2_LRP6,WNT,Wnt3a,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd2+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1_Myc,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
WNT3A_FZD3_LRP6,WNT3A_FZD3_LRP6,WNT,Wnt3a,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd3+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
WNT3A_FZD4_LRP6,WNT3A_FZD4_LRP6,WNT,Wnt3a,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd4+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1_Myc,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
WNT3A_FZD5_LRP6,WNT3A_FZD5_LRP6,WNT,Wnt3a,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd5+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1_Myc,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
WNT3A_FZD6_LRP6,WNT3A_FZD6_LRP6,WNT,Wnt3a,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd6+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
WNT3A_FZD7_LRP6,WNT3A_FZD7_LRP6,WNT,Wnt3a,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd7+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
WNT3A_FZD8_LRP6,WNT3A_FZD8_LRP6,WNT,Wnt3a,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling,Wnt3a  - (Fzd8+Lrp6),Ctnnb1_Myc_Smad7,Ctnnb1,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Nr3c1_Abl1_Smarcc2_Zhx1_Tfap2a_Clock_Pgr_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Kat7_Nfkb1_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Nr1d1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1_Myc,Abl1_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctnnb1_E2f1_Epas1_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Kat7_Klf5_Mafa_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Rela_Relb_Rfx1_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smad7_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Tfap2a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
